date/time,Time (h),Time per step (min),Time per cicle (h),PIT3,PIT2,PIT4,PIT1,PIT5,FIT1,FIT2,FIT3,PH1,TIT1,PH2,TIT2,PH3,TIT3,CO3,CO4,CO5,CO2,CO1,Resistance (Ohm),Ustack,Rlinear,Ce,v,I
8/20/2019 11:08,0.3333,0,0,0.806,0.003,0.611,0.036,0.634,64.417,64.898,303.485,8.111,30.662,8.011,30.382,8.684,31.477,20.274,20.033,34.773,20.073,20.754,0.1912,3.968,0.2153,0.2,3,1.41
8/20/2019 11:08,0.3375,0.25,0.0042,0.806,0.006,0.611,0.039,0.659,64.958,63.876,310.695,8.109,30.652,8.01,30.386,8.701,31.477,20.193,20.033,34.773,20.073,20.754,0.2091,4.339,0.2355,0.2,3,1.41
8/20/2019 11:09,0.3417,0.5,0.0083,0.806,0.008,0.618,0.042,0.66,64.477,63.636,312.437,8.111,30.662,8.011,30.374,8.696,31.477,20.193,20.033,34.773,20.274,20.754,0.2232,4.633,0.2514,0.2,3,1.41
8/20/2019 11:09,0.3458,0.75,0.0125,0.805,0.009,0.623,0.042,0.661,63.756,64.056,312.737,8.109,30.68,8.011,30.374,8.687,31.473,20.193,20.033,34.773,20.314,20.594,0.2312,4.762,0.2604,0.2,3,1.41
8/20/2019 11:09,0.35,1,0.0167,0.806,0,0.621,0,0.661,65.799,67,313.338,8.109,30.702,8.011,30.364,8.686,31.477,20.193,20.033,34.773,20.274,20.594,0.2343,4.825,0.2638,0.2,3,1.41
8/20/2019 11:09,0.3542,1.25,0.0208,0.797,0,0.605,0,0.661,66.039,67,313.759,8.109,30.732,8.011,30.364,8.684,31.477,20.274,20.033,34.813,20.474,20.594,0.2374,4.89,0.2673,0.2,3,1.41
8/20/2019 11:10,0.3583,1.5,0.025,0.791,0,0.592,0,0.66,66.46,65.919,313.879,8.109,30.702,8.011,30.374,8.68,31.473,20.193,20.033,34.773,20.474,20.594,0.2406,4.955,0.2709,0.2,3,1.41
8/20/2019 11:10,0.3625,1.75,0.0292,0.787,0,0.592,0,0.66,64.958,65.859,313.639,8.111,30.68,8.011,30.386,8.679,31.473,20.193,20.033,34.773,20.474,20.594,0.246,5.066,0.2771,0.2,3,1.41
8/20/2019 11:10,0.3667,2,0.0333,0.787,0,0.591,0,0.662,64.898,65.919,313.939,8.11,30.672,8.011,30.386,8.679,31.477,20.274,20.033,34.773,20.434,20.594,0.2493,5.134,0.2808,0.2,3,1.41
8/20/2019 11:10,0.3708,2.25,0.0375,0.787,0,0.591,0,0.661,65.438,66.099,313.759,8.11,30.672,8.011,30.382,8.676,31.477,20.193,20.033,34.773,20.474,20.354,0.2535,5.16,0.2855,0.2,3,1.41
8/20/2019 11:11,0.375,2.5,0.0417,0.79,0,0.591,0,0.661,65.679,65.919,313.939,8.111,30.65,8.011,30.382,8.675,31.473,20.193,20.033,34.773,20.434,20.354,0.2532,5.153,0.2851,0.2,3,1.41
8/20/2019 11:11,0.3792,2.75,0.0458,0.789,0,0.59,0,0.661,65.859,65.679,313.879,8.111,30.652,8.009,30.382,8.675,31.473,20.274,20.033,34.773,20.434,20.354,0.2535,5.16,0.2855,0.2,3,1.41
8/20/2019 11:11,0.3833,3,0.05,0.789,0,0.59,0.02,0.661,64.417,65.378,313.939,8.111,30.632,8.009,30.382,8.673,31.473,20.193,20.033,34.773,20.474,20.354,0.2538,5.165,0.2858,0.2,3,1.41
8/20/2019 11:11,0.3875,3.25,0.0542,0.789,0.002,0.59,0.035,0.66,64.056,63.456,313.338,8.11,30.6,8.011,30.382,8.673,31.473,20.193,20.033,34.773,20.434,20.354,0.2547,5.185,0.2869,0.2,3,1.41
8/20/2019 11:12,0.3919,3.5167,0.0586,0.789,0.005,0.604,0.039,0.661,63.456,63.456,313.158,8.111,30.612,8.009,30.386,8.67,31.473,20.193,20.033,34.773,20.434,20.354,0.2541,5.172,0.2862,0.2,3,1.41
8/20/2019 11:12,0.3961,3.7667,0.0628,0.798,0.008,0.616,0.042,0.661,63.636,64.117,312.918,8.111,30.622,8.011,30.382,8.669,31.473,20.274,20.033,34.773,20.474,20.314,0.2511,5.101,0.2828,0.2,3,1.41
8/20/2019 11:12,0.4003,4.0167,0.0669,0.801,0.008,0.617,0.041,0.659,64.237,63.996,312.737,8.111,30.64,8.011,30.386,8.667,31.477,20.193,20.033,34.773,20.474,20.354,0.2509,5.106,0.2825,0.2,3,1.41
8/20/2019 11:12,0.4044,4.2667,0.0711,0.802,0.008,0.617,0.041,0.66,64.056,63.876,312.737,8.109,30.65,8.011,30.386,8.667,31.473,20.193,20.033,34.773,20.474,20.354,0.2527,5.144,0.2846,0.2,3,1.41
8/20/2019 11:13,0.4086,4.5167,0.0753,0.806,0.007,0.618,0.041,0.659,64.477,63.816,312.677,8.109,30.662,8.011,30.382,8.667,31.477,20.274,20.033,34.773,20.434,20.354,0.2546,5.183,0.2868,0.2,3,1.41
8/20/2019 11:13,0.4128,4.7667,0.0794,0.805,0.007,0.616,0.04,0.66,64.056,63.876,312.737,8.109,30.68,8.011,30.382,8.666,31.473,20.193,20.033,34.773,20.474,20.354,0.2555,5.2,0.2877,0.2,3,1.41
8/20/2019 11:13,0.4169,5.0167,0.0836,0.805,0.007,0.618,0.04,0.659,64.837,63.996,312.858,8.109,30.702,8.011,30.386,8.665,31.485,20.274,20.033,34.773,20.474,20.354,0.257,5.231,0.2895,0.2,3,1.41
8/20/2019 11:13,0.4211,5.2667,0.0878,0.804,0,0.617,0,0.66,66.46,65.018,313.098,8.109,30.742,8.011,30.382,8.665,31.485,20.193,20.033,34.773,20.474,20.354,0.2538,5.165,0.2858,0.2,3,1.41
8/20/2019 11:14,0.4253,5.5167,0.0919,0.8,0,0.612,0,0.659,66.039,67.06,313.699,8.108,30.762,8.011,30.382,8.664,31.485,20.193,20.033,34.773,20.474,20.354,0.2535,5.16,0.2855,0.2,3,1.41
8/20/2019 11:14,0.4294,5.7667,0.0961,0.794,0,0.595,0,0.658,65.739,66.339,313.458,8.108,30.756,8.009,30.386,8.662,31.485,20.193,20.033,34.773,20.434,20.354,0.2535,5.16,0.2855,0.2,3,1.41
8/20/2019 11:14,0.4336,6.0167,0.1003,0.794,0,0.592,0,0.66,65.679,65.799,313.458,8.109,30.73,8.011,30.382,8.661,31.483,20.193,20.033,34.773,20.474,20.354,0.2573,5.238,0.2898,0.2,3,1.41
8/20/2019 11:14,0.4378,6.2667,0.1044,0.794,0,0.592,0,0.66,65.438,65.739,313.579,8.11,30.71,8.009,30.382,8.661,31.477,20.274,20.033,34.773,20.474,20.354,0.26,5.292,0.2928,0.2,3,1.41
8/20/2019 11:15,0.4419,6.5167,0.1086,0.793,0,0.591,0,0.66,65.438,65.919,313.939,8.111,30.682,8.01,30.382,8.66,31.485,20.274,20.033,34.773,20.474,20.354,0.2605,5.303,0.2934,0.2,3,1.41
8/20/2019 11:15,0.4461,6.7667,0.1128,0.795,0,0.59,0,0.659,65.739,66.039,313.699,8.111,30.682,8.009,30.382,8.661,31.485,20.193,20.033,34.773,20.474,20.354,0.2584,5.26,0.291,0.2,3,1.41
8/20/2019 11:15,0.4503,7.0167,0.1169,0.794,0,0.59,0,0.66,65.498,65.799,313.879,8.111,30.662,8.009,30.382,8.661,31.483,20.193,20.033,34.773,20.474,20.354,0.2584,5.26,0.291,0.2,3,1.41
8/20/2019 11:15,0.4544,7.2667,0.1211,0.795,0,0.59,0,0.66,65.438,65.799,313.699,8.11,30.65,8.009,30.382,8.659,31.485,20.193,20.033,34.773,20.474,20.354,0.2573,5.237,0.2898,0.2,3,1.41
8/20/2019 11:16,0.4586,7.5167,0.1253,0.795,0,0.59,0.033,0.658,64.477,64.177,313.158,8.111,30.652,8.011,30.386,8.659,31.485,20.274,20.033,34.773,20.434,20.354,0.2582,5.255,0.2908,0.2,3,1.41
8/20/2019 11:16,0.4628,7.7667,0.1294,0.794,0.002,0.599,0.035,0.66,63.756,63.095,312.978,8.111,30.64,8.011,30.382,8.657,31.483,20.193,20.033,34.773,20.434,20.354,0.2567,5.225,0.2891,0.2,3,1.41
8/20/2019 11:16,0.4669,8.0167,0.1336,0.8,0.004,0.616,0.037,0.66,64.597,63.756,312.797,8.111,30.64,8.009,30.382,8.659,31.485,20.193,20.033,34.773,20.474,20.354,0.2564,5.218,0.2887,0.2,3,1.41
8/20/2019 11:16,0.4711,8.2667,0.1378,0.803,0.005,0.619,0.038,0.66,64.056,64.477,313.098,8.111,30.652,8.009,30.382,8.657,31.485,20.193,20.033,34.773,20.434,20.354,0.2541,5.172,0.2862,0.2,3,1.41
8/20/2019 11:17,0.4753,8.5167,0.1419,0.804,0.005,0.619,0.039,0.66,63.215,64.297,312.978,8.109,30.66,8.011,30.382,8.657,31.485,20.193,20.033,34.773,20.474,20.354,0.2552,5.194,0.2874,0.2,3,1.41
8/20/2019 11:17,0.4794,8.7667,0.1461,0.805,0.005,0.619,0.038,0.66,64.537,64.056,313.218,8.111,30.672,8.01,30.386,8.657,31.485,20.193,20.033,34.773,20.474,20.354,0.2565,5.221,0.2889,0.2,3,1.41
8/20/2019 11:17,0.4836,9.0167,0.1503,0.803,0.005,0.62,0.038,0.66,63.756,64.237,312.918,8.109,30.682,8.011,30.382,8.656,31.485,20.193,20.033,34.773,20.434,20.354,0.2565,5.221,0.2889,0.2,3,1.41
8/20/2019 11:17,0.4878,9.2667,0.1544,0.803,0.005,0.62,0.038,0.661,63.756,64.297,312.677,8.109,30.72,8.011,30.382,8.656,31.485,20.193,20.033,34.773,20.434,20.354,0.2543,5.177,0.2864,0.2,3,1.41
8/20/2019 11:18,0.4919,9.5167,0.1586,0.806,0.006,0.62,0.039,0.662,64.657,64.177,313.098,8.108,30.762,8.011,30.382,8.656,31.485,20.193,20.033,34.773,20.474,20.354,0.2549,5.189,0.2871,0.2,3,1.41
8/20/2019 11:18,0.4961,9.7667,0.1628,0.802,0,0.617,0,0.661,66.159,66.88,313.579,8.108,30.762,8.009,30.382,8.656,31.485,20.193,20.033,34.773,20.434,20.314,0.256,5.2,0.2883,0.2,3,1.41
8/20/2019 11:18,0.5003,10.0167,0.1669,0.791,0,0.601,0,0.66,65.859,66.94,313.879,8.108,30.762,8.009,30.382,8.656,31.485,20.193,20.033,34.773,20.474,20.354,0.2564,5.218,0.2887,0.2,3,1.41
8/20/2019 11:18,0.5044,10.2667,0.1711,0.787,0,0.588,0,0.661,65.258,65.919,314.119,8.108,30.764,8.009,30.386,8.656,31.485,20.193,20.033,34.773,20.474,20.354,0.257,5.23,0.2894,0.2,3,1.41
8/20/2019 11:19,0.5086,10.5167,0.1753,0.787,0,0.588,0,0.661,65.318,65.919,314.42,8.108,30.754,8.009,30.386,8.656,31.485,20.193,20.033,34.773,20.474,20.354,0.2618,5.329,0.2949,0.2,3,1.41
8/20/2019 11:19,0.5128,10.7667,0.1794,0.788,0,0.587,0,0.66,65.919,65.859,314.36,8.11,30.732,8.009,30.382,8.656,31.497,20.274,20.033,34.773,20.434,20.314,0.2625,5.332,0.2956,0.2,3,1.41
8/20/2019 11:19,0.5169,11.0167,0.1836,0.789,0,0.586,0,0.661,65.498,65.679,314.42,8.111,30.71,8.009,30.382,8.656,31.485,20.193,20.033,34.773,20.434,20.354,0.2612,5.317,0.2942,0.2,3,1.41
8/20/2019 11:19,0.5211,11.2667,0.1878,0.789,0,0.586,0,0.662,65.258,65.498,314.36,8.111,30.68,8.009,30.386,8.655,31.497,20.274,20.033,34.813,20.434,20.354,0.259,5.272,0.2917,0.2,3,1.41
8/20/2019 11:20,0.5256,11.5333,0.1922,0.789,0,0.586,0,0.663,65.078,65.258,314.48,8.111,30.682,8.009,30.394,8.655,31.485,20.274,20.033,35.014,20.434,20.354,0.2583,5.257,0.2909,0.2,3,1.41
8/20/2019 11:20,0.5297,11.7833,0.1964,0.788,0,0.587,0.023,0.663,64.297,65.018,314.42,8.111,30.672,8.009,30.394,8.655,31.497,20.193,20.033,34.773,20.474,20.354,0.2578,5.248,0.2904,0.2,3,1.41
8/20/2019 11:20,0.5339,12.0333,0.2006,0.793,0.001,0.591,0.034,0.663,64.657,63.095,314.42,8.111,30.66,8.009,30.392,8.655,31.497,20.274,20.033,34.773,20.474,20.354,0.2575,5.242,0.2901,0.2,3,1.41
8/20/2019 11:20,0.5381,12.2833,0.2047,0.795,0.002,0.605,0.035,0.663,64.657,63.396,313.759,8.109,30.66,8.009,30.392,8.655,31.497,20.193,20.033,34.773,20.474,20.354,0.2562,5.214,0.2886,0.2,3,1.41
8/20/2019 11:21,0.5422,12.5333,0.2089,0.801,0.003,0.615,0.036,0.662,64.597,64.177,313.518,8.109,30.672,8.009,30.394,8.655,31.497,20.274,20.033,34.773,20.434,20.314,0.2551,5.182,0.2874,0.2,3,1.41
8/20/2019 11:21,0.5464,12.7833,0.2131,0.8,0.003,0.614,0.037,0.662,63.876,63.996,313.579,8.109,30.68,8.009,30.392,8.655,31.497,20.193,20.033,34.773,20.474,20.354,0.2555,5.201,0.2878,0.2,3,1.41
8/20/2019 11:21,0.5506,13.0333,0.2172,0.804,0.004,0.616,0.037,0.66,64.717,64.177,312.978,8.109,30.692,8.009,30.394,8.655,31.497,20.274,20.033,34.773,20.474,20.354,0.257,5.23,0.2895,0.2,3,1.41
8/20/2019 11:21,0.5547,13.2833,0.2214,0.803,0.004,0.616,0.037,0.662,64.297,64.237,313.278,8.109,30.72,8.009,30.392,8.655,31.497,20.274,20.033,34.773,20.474,20.354,0.258,5.251,0.2906,0.2,3,1.41
8/20/2019 11:22,0.5589,13.5333,0.2256,0.805,0.004,0.618,0.038,0.661,65.078,64.056,313.338,8.108,30.754,8.009,30.392,8.653,31.509,20.274,20.033,34.773,20.474,20.354,0.2584,5.259,0.291,0.2,3,1.41
8/20/2019 11:22,0.5631,13.7833,0.2297,0.805,0.004,0.617,0.038,0.661,64.657,64.177,313.338,8.108,30.764,8.009,30.392,8.655,31.497,20.193,20.033,34.773,20.474,20.354,0.2592,5.275,0.2919,0.2,3,1.41
8/20/2019 11:22,0.5672,14.0333,0.2339,0.805,0,0.618,0,0.661,66.039,66.219,313.579,8.108,30.764,8.009,30.392,8.655,31.497,20.193,20.033,34.773,20.474,20.354,0.257,5.231,0.2895,0.2,3,1.41
8/20/2019 11:22,0.5714,14.2833,0.2381,0.799,0,0.605,0,0.662,66.52,66.58,313.939,8.108,30.764,8.009,30.394,8.653,31.509,20.193,20.033,34.813,20.474,20.314,0.2569,5.218,0.2894,0.2,3,1.41
8/20/2019 11:23,0.5756,14.5333,0.2422,0.791,0,0.593,0,0.661,66.159,66.219,313.699,8.108,30.764,8.009,30.394,8.655,31.497,20.193,20.033,34.773,20.474,20.354,0.2565,5.221,0.289,0.2,3,1.41
8/20/2019 11:23,0.5797,14.7833,0.2464,0.788,0,0.591,0,0.66,65.018,66.099,314.059,8.108,30.764,8.009,30.394,8.653,31.507,20.193,20.033,34.813,20.474,20.354,0.261,5.313,0.294,0.2,3,1.41
8/20/2019 11:23,0.5839,15.0333,0.2506,0.788,0,0.591,0,0.661,65.018,65.919,313.999,8.108,30.762,8.009,30.392,8.653,31.509,20.274,20.033,34.773,20.434,20.354,0.2617,5.327,0.2948,0.2,3,1.41
8/20/2019 11:23,0.5881,15.2833,0.2547,0.789,0,0.591,0,0.662,64.717,65.799,314.36,8.108,30.762,8.009,30.394,8.653,31.507,20.193,20.033,34.773,20.474,20.354,0.2612,5.316,0.2942,0.2,3,1.41
8/20/2019 11:24,0.5922,15.5333,0.2589,0.789,0,0.59,0,0.661,65.138,65.739,314.36,8.108,30.742,8.009,30.392,8.653,31.52,20.193,20.033,34.773,20.474,20.354,0.2609,5.311,0.2939,0.2,3,1.41
8/20/2019 11:24,0.5964,15.7833,0.2631,0.79,0,0.59,0,0.662,65.138,65.739,314.72,8.111,30.72,8.009,30.394,8.653,31.52,20.274,20.033,34.773,20.434,20.354,0.2602,5.297,0.2932,0.2,3,1.41
8/20/2019 11:24,0.6006,16.0333,0.2672,0.791,0,0.59,0,0.66,65.498,65.619,314.54,8.109,30.69,8.008,30.394,8.653,31.507,20.193,20.033,34.773,20.434,20.354,0.2599,5.29,0.2928,0.2,3,1.41
8/20/2019 11:24,0.6047,16.2833,0.2714,0.79,0,0.59,0.032,0.662,64.177,63.996,314.3,8.111,30.68,8.009,30.404,8.653,31.516,20.193,20.033,34.773,20.474,20.354,0.2611,5.315,0.2942,0.2,3,1.41
8/20/2019 11:25,0.6089,16.5333,0.2756,0.793,0,0.599,0.031,0.662,64.837,63.456,313.759,8.111,30.682,8.009,30.414,8.653,31.52,20.274,20.033,34.773,20.474,20.354,0.2603,5.298,0.2933,0.2,3,1.41
8/20/2019 11:25,0.6131,16.7833,0.2797,0.795,0.001,0.606,0.034,0.662,63.756,63.816,313.639,8.111,30.68,8.009,30.404,8.653,31.52,20.274,20.033,34.773,20.434,20.354,0.2596,5.283,0.2924,0.2,3,1.41
8/20/2019 11:25,0.6172,17.0333,0.2839,0.798,0.002,0.609,0.035,0.661,64.297,63.696,313.518,8.109,30.702,8.009,30.392,8.653,31.52,20.274,20.033,34.773,20.474,20.354,0.26,5.292,0.2929,0.2,3,1.41
8/20/2019 11:25,0.6214,17.2833,0.2881,0.799,0.003,0.614,0.036,0.661,64.717,64.177,313.518,8.109,30.722,8.008,30.392,8.656,31.528,20.193,20.033,34.773,20.434,20.354,0.2591,5.273,0.2918,0.2,3,1.41
8/20/2019 11:26,0.6256,17.5333,0.2922,0.798,0.003,0.615,0.036,0.66,63.756,64.177,313.518,8.108,30.754,8.009,30.394,8.653,31.528,20.193,20.033,34.773,20.434,20.354,0.259,5.272,0.2918,0.2,3,1.41
8/20/2019 11:26,0.6297,17.7833,0.2964,0.796,0.004,0.614,0.037,0.661,64.117,64.177,313.518,8.108,30.764,8.009,30.394,8.656,31.52,20.193,20.033,34.773,20.474,20.354,0.259,5.272,0.2918,0.2,3,1.41
8/20/2019 11:26,0.6342,18.05,0.3008,0.798,0.004,0.616,0.037,0.662,64.477,63.996,313.639,8.108,30.764,8.009,30.394,8.656,31.528,20.274,20.033,34.773,20.474,20.354,0.2596,5.283,0.2924,0.2,3,1.41
8/20/2019 11:27,0.6383,18.3,0.305,0.802,0,0.615,0,0.657,65.018,64.177,313.639,8.108,30.762,8.009,30.394,8.656,31.528,20.193,20.033,35.014,20.474,20.314,0.2592,5.265,0.292,0.2,3,1.41
8/20/2019 11:27,0.6425,18.55,0.3092,0.803,0,0.612,0,0.662,66.159,66.64,313.338,8.108,30.764,8.009,30.394,8.656,31.528,20.193,20.033,34.773,20.434,20.354,0.259,5.272,0.2918,0.2,3,1.41
8/20/2019 11:27,0.6467,18.8,0.3133,0.798,0,0.598,0,0.662,65.438,66.279,314.36,8.108,30.762,8.009,30.394,8.655,31.538,20.274,20.033,34.813,20.474,20.354,0.258,5.251,0.2906,0.2,3,1.41
8/20/2019 11:27,0.6508,19.05,0.3175,0.799,0,0.593,0,0.663,65.919,65.739,314.72,8.108,30.762,8.009,30.392,8.655,31.538,20.193,20.033,34.773,20.474,20.354,0.2638,5.37,0.2972,0.2,3,1.41
8/20/2019 11:28,0.655,19.3,0.3217,0.796,0,0.591,0,0.663,66.58,65.679,314.54,8.108,30.764,8.009,30.394,8.655,31.538,20.274,20.033,34.813,20.474,20.354,0.2655,5.403,0.299,0.2,3,1.41
8/20/2019 11:28,0.6592,19.55,0.3258,0.79,0,0.592,0,0.663,65.919,65.799,314.72,8.108,30.762,8.009,30.394,8.655,31.548,20.193,20.033,34.773,20.474,20.354,0.2631,5.355,0.2964,0.2,3,1.41
8/20/2019 11:28,0.6633,19.8,0.33,0.79,0,0.593,0,0.663,65.619,65.799,315.141,8.108,30.762,8.009,30.394,8.655,31.548,20.193,20.033,34.773,20.434,20.354,0.2623,5.338,0.2954,0.2,3,1.41
8/20/2019 11:28,0.6675,20.05,0.3342,0.789,0,0.593,0,0.663,65.679,65.919,314.72,8.108,30.762,8.009,30.404,8.655,31.548,20.193,20.033,34.773,20.434,20.354,0.2617,5.327,0.2949,0.2,3,1.41
8/20/2019 11:29,0.6717,20.3,0.3383,0.789,0,0.589,0,0.665,65.318,65.859,314.96,8.108,30.756,8.009,30.416,8.655,31.56,20.274,20.033,34.773,20.474,20.354,0.2619,5.331,0.2952,0.2,3,1.41
8/20/2019 11:29,0.6758,20.55,0.3425,0.79,0,0.592,0.028,0.662,64.056,65.018,314.54,8.109,30.732,8.009,30.434,8.656,31.556,20.274,20.033,34.773,20.474,20.354,0.2626,5.345,0.2961,0.2,3,1.41
8/20/2019 11:29,0.68,20.8,0.3467,0.789,0,0.593,0.033,0.664,64.237,63.816,314.42,8.109,30.714,8.009,30.454,8.656,31.56,20.193,20.033,34.773,20.474,20.354,0.2628,5.349,0.2964,0.2,3,1.41
8/20/2019 11:29,0.6842,21.05,0.3508,0.792,0.002,0.606,0.035,0.664,64.417,63.636,314.36,8.109,30.72,8.009,30.434,8.656,31.56,20.193,20.033,34.773,20.474,20.354,0.2618,5.329,0.2952,0.2,3,1.41
8/20/2019 11:30,0.6883,21.3,0.355,0.795,0.002,0.61,0.035,0.664,64.477,63.816,314.3,8.109,30.742,8.009,30.414,8.656,31.566,20.193,19.993,34.773,20.474,20.354,0.2595,5.281,0.2924,0.2,3,1.41
8/20/2019 11:30,0.6925,21.55,0.3592,0.795,0.002,0.611,0.035,0.664,64.237,64.056,314.78,8.108,30.764,8.009,30.404,8.656,31.568,20.193,20.033,34.934,20.434,20.354,0.2596,5.284,0.2925,0.2,3,1.41
8/20/2019 11:30,0.6967,21.8,0.3633,0.795,0.002,0.611,0.036,0.663,64.717,64.117,314.72,8.108,30.762,8.009,30.404,8.656,31.568,20.193,20.033,34.773,20.474,20.354,0.2602,5.297,0.2932,0.2,3,1.41
8/20/2019 11:30,0.7008,22.05,0.3675,0.796,0.002,0.613,0.036,0.665,64.537,64.117,314.3,8.108,30.762,8.009,30.394,8.656,31.578,20.274,20.033,34.773,20.474,20.354,0.2606,5.305,0.2936,0.2,3,1.41
8/20/2019 11:31,0.705,22.3,0.3717,0.795,0.002,0.613,0.036,0.664,64.597,64.056,314.3,8.108,30.764,8.009,30.392,8.656,31.578,20.274,20.033,34.773,20.474,20.354,0.261,5.313,0.294,0.2,3,1.41
8/20/2019 11:31,0.7092,22.55,0.3758,0.795,0.003,0.614,0.036,0.664,63.696,64.117,314.36,8.108,30.764,8.009,30.394,8.657,31.578,20.274,20.033,34.813,20.474,20.354,0.2614,5.32,0.2944,0.2,3,1.41
8/20/2019 11:31,0.7133,22.8,0.38,0.793,0,0.613,0,0.664,66.159,66.339,314.72,8.107,30.762,8.009,30.392,8.657,31.578,20.193,20.033,34.773,20.474,20.354,0.2609,5.311,0.2939,0.2,3,1.41
8/20/2019 11:31,0.7175,23.05,0.3842,0.789,0,0.599,0,0.663,66.46,66.46,314.84,8.108,30.764,8.009,30.394,8.657,31.58,20.274,20.033,34.813,20.434,20.354,0.2618,5.328,0.2949,0.2,3,1.41
8/20/2019 11:32,0.7217,23.3,0.3883,0.787,0,0.594,0,0.663,65.799,65.799,313.999,8.107,30.762,8.009,30.392,8.657,31.578,20.274,20.033,34.773,20.474,20.354,0.2615,5.322,0.2945,0.2,3,1.41
8/20/2019 11:32,0.7258,23.55,0.3925,0.785,0,0.595,0,0.662,65.258,65.859,314.179,8.108,30.762,8.009,30.394,8.657,31.58,20.274,20.033,35.014,20.474,20.354,0.264,5.373,0.2974,0.2,3,1.41
8/20/2019 11:32,0.73,23.8,0.3967,0.781,0,0.593,0,0.663,64.837,65.859,314.78,8.108,30.764,8.009,30.404,8.657,31.59,20.274,20.033,34.934,20.474,20.354,0.2647,5.387,0.2982,0.2,3,1.41
8/20/2019 11:32,0.7342,24.05,0.4008,0.782,0,0.591,0,0.663,65.078,66.159,314.78,8.108,30.762,8.009,30.404,8.657,31.59,20.193,20.033,34.773,20.434,20.354,0.2634,5.362,0.2968,0.2,3,1.41
8/20/2019 11:33,0.7383,24.3,0.405,0.784,0,0.592,0,0.664,65.138,65.919,315.021,8.108,30.762,8.008,30.426,8.657,31.588,20.274,20.033,34.934,20.474,20.354,0.2631,5.356,0.2966,0.2,3,1.41
8/20/2019 11:33,0.7425,24.55,0.4092,0.783,0,0.589,0,0.661,65.378,65.919,314.9,8.108,30.764,8.009,30.434,8.66,31.588,20.193,20.033,34.773,20.474,20.314,0.2652,5.388,0.299,0.2,3,1.41
8/20/2019 11:33,0.7467,24.8,0.4133,0.786,0,0.592,0.012,0.665,64.657,65.438,315.261,8.108,30.764,8.009,30.474,8.661,31.588,20.193,20.033,35.014,20.474,20.354,0.2667,5.428,0.3009,0.2,3,1.41
8/20/2019 11:33,0.7508,25.05,0.4175,0.784,0,0.591,0.032,0.663,64.477,63.816,314.78,8.108,30.756,8.009,30.496,8.661,31.59,20.193,20.033,35.014,20.434,20.354,0.2676,5.446,0.3021,0.2,3,1.41
8/20/2019 11:34,0.7553,25.3167,0.4219,0.787,0,0.604,0.033,0.663,64.657,63.696,314.72,8.108,30.764,8.009,30.496,8.66,31.59,20.193,20.033,34.773,20.474,20.354,0.2667,5.429,0.3011,0.2,3,1.41
8/20/2019 11:34,0.7594,25.5667,0.4261,0.794,0.001,0.61,0.034,0.665,63.876,64.056,314.42,8.108,30.762,8.009,30.464,8.66,31.588,20.274,20.033,35.014,20.434,20.354,0.2637,5.368,0.2975,0.2,3,1.41
8/20/2019 11:34,0.7636,25.8167,0.4303,0.797,0.001,0.61,0.034,0.665,64.056,63.996,314.6,8.108,30.762,8.009,30.434,8.66,31.588,20.193,20.033,34.934,20.434,20.354,0.264,5.373,0.2976,0.2,3,1.41
8/20/2019 11:34,0.7678,26.0667,0.4344,0.794,0.001,0.611,0.034,0.665,64.237,64.177,314.48,8.108,30.764,8.009,30.426,8.66,31.588,20.193,20.033,34.773,20.474,20.354,0.2652,5.398,0.299,0.2,3,1.41
8/20/2019 11:35,0.7719,26.3167,0.4386,0.794,0.001,0.612,0.035,0.665,64.056,64.056,314.54,8.108,30.762,8.009,30.414,8.66,31.59,20.193,20.033,34.934,20.474,20.354,0.2646,5.385,0.2982,0.2,3,1.41
8/20/2019 11:35,0.7761,26.5667,0.4428,0.794,0.002,0.612,0.035,0.664,64.537,64.117,314.179,8.107,30.764,8.009,30.422,8.661,31.588,20.193,20.033,34.934,20.434,20.354,0.2639,5.372,0.2975,0.2,3,1.41
8/20/2019 11:35,0.7803,26.8167,0.4469,0.795,0.002,0.612,0.035,0.663,65.018,64.117,314.119,8.108,30.762,8.009,30.404,8.662,31.588,20.193,20.033,34.773,20.474,20.354,0.2638,5.37,0.2973,0.2,3,1.41
8/20/2019 11:35,0.7844,27.0667,0.4511,0.795,0,0.612,0,0.663,65.318,65.018,313.759,8.107,30.762,8.009,30.404,8.661,31.59,20.193,20.033,34.773,20.474,20.354,0.2635,5.364,0.2969,0.2,3,1.41
8/20/2019 11:36,0.7886,27.3167,0.4553,0.793,0,0.608,0,0.663,65.919,66.58,314.48,8.107,30.762,8.009,30.404,8.662,31.588,20.193,20.033,34.934,20.434,20.354,0.2648,5.39,0.2984,0.2,3,1.41
8/20/2019 11:36,0.7928,27.5667,0.4594,0.789,0,0.594,0,0.663,66.279,66.159,314.9,8.108,30.764,8.008,30.404,8.662,31.59,20.193,20.033,34.773,20.474,20.354,0.265,5.393,0.2985,0.2,3,1.41
8/20/2019 11:36,0.7969,27.8167,0.4636,0.787,0,0.593,0,0.663,65.138,65.859,314.96,8.108,30.762,8.008,30.404,8.661,31.59,20.193,20.033,34.773,20.474,20.354,0.2668,5.43,0.3006,0.2,3,1.41
